,Symbol,Name,Sector,Industry,Market
271,ANZUU,Anzu Special Acquisition Corp I Units,Industrials,Consumer Electronics/Appliances,NASDAQ
272,ANZUW,Anzu Special Acquisition Corp I Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
273,AOGO,Arogo Capital Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
274,AOGOW,Arogo Capital Acquisition Corp. Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
275,AOSL,Alpha and Omega Semiconductor Limited Common Shares,Technology,Semiconductors,NASDAQ
277,APA,APA Corporation Common Stock,Energy,Oil & Gas Production,NASDAQ
278,APAC,StoneBridge Acquisition Corporation Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
279,APACW,StoneBridge Acquisition Corporation Warrant,Finance,Blank Checks,NASDAQ
280,APCX,AppTech Payments Corp. Common Stock,Technology,EDP Services,NASDAQ
281,APCXW,AppTech Payments Corp. Warrant,Technology,EDP Services,NASDAQ
282,APDN,Applied DNA Sciences Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
283,APEI,American Public Education Inc. Common Stock,Consumer Discretionary,Other Consumer Services,NASDAQ
284,APEN,Apollo Endosurgery Inc. Common Stock,Health Care,Industrial Specialties,NASDAQ
285,APGN,Apexigen Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
286,APGNW,Apexigen Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
287,API,Agora Inc. American Depositary Shares,Technology,Computer Software: Prepackaged Software,NASDAQ
288,APLD,Applied Digital Corporation Common Stock,Finance,Investment Bankers/Brokers/Service,NASDAQ
289,APLS,Apellis Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
290,APLT,Applied Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
291,APM,Aptorum Group Limited Class A Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
292,APMI,AxonPrime Infrastructure Acquisition Corporation Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
293,APMIU,AxonPrime Infrastructure Acquisition Corporation Unit,Industrials,Consumer Electronics/Appliances,NASDAQ
294,APMIW,AxonPrime Infrastructure Acquisition Corporation Warrants,Industrials,Consumer Electronics/Appliances,NASDAQ
296,APP,Applovin Corporation Class A Common Stock,Technology,EDP Services,NASDAQ
297,APPF,AppFolio Inc. Class A Common Stock,Technology,EDP Services,NASDAQ
298,APPH,AppHarvest Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling,NASDAQ
299,APPHW,AppHarvest Inc. Warrants,Consumer Staples,Farming/Seeds/Milling,NASDAQ
300,APPN,Appian Corporation Class A Common Stock,Technology,EDP Services,NASDAQ
301,APPS,Digital Turbine Inc. Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
302,APRE,Aprea Therapeutics Inc. Common stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
306,APTO,Aptose Biosciences Inc. Common Shares,Health Care,Pharmaceuticals and Biotechnology,NASDAQ
307,APTX,Aptinyx Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
308,APVO,Aptevo Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
309,APWC,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),Industrials,Telecommunications Equipment,NASDAQ
310,APXI,APx Acquisition Corp. I Class A Ordinary Share,Finance,Blank Checks,NASDAQ
311,APXIU,APx Acquisition Corp. I Unit,Finance,Blank Checks,NASDAQ
312,APXIW,APx Acquisition Corp. I Warrant,Finance,Blank Checks,NASDAQ
313,APYX,Apyx Medical Corporation Common Stock,Health Care,Medical/Dental Instruments,NASDAQ
315,AQMS,Aqua Metals Inc. Common Stock,Utilities,Environmental Services,NASDAQ
316,AQST,Aquestive Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
317,AQU,Aquaron Acquisition Corp. Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
318,AQUNU,Aquaron Acquisition Corp. Units,Industrials,Consumer Electronics/Appliances,NASDAQ
319,ARAV,Aravive Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
320,ARAY,Accuray Incorporated Common Stock,Health Care,Medical/Dental Instruments,NASDAQ
321,ARBE,Arbe Robotics Ltd. Ordinary Shares,Technology,EDP Services,NASDAQ
322,ARBEW,Arbe Robotics Ltd. Warrant,Technology,EDP Services,NASDAQ
323,ARBGW,Aequi Acquisition Corp. warrants,Industrials,Consumer Electronics/Appliances,NASDAQ
324,ARBK,Argo Blockchain plc American Depositary Shares,Technology,EDP Services,NASDAQ
325,ARBKL,Argo Blockchain plc 8.75% Senior Notes due 2026,Technology,EDP Services,NASDAQ
326,ARCB,ArcBest Corporation Common Stock,Industrials,Trucking Freight/Courier Services,NASDAQ
327,ARCC,Ares Capital Corporation Common Stock,Finance,Finance/Investors Services,NASDAQ
328,ARCE,Arco Platform Limited Class A Common Shares,Consumer Discretionary,Service to the Health Industry,NASDAQ
329,ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
330,ARDS,Aridis Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
331,ARDX,Ardelyx Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
332,AREB,American Rebel Holdings Inc. Common Stock,Consumer Discretionary,Apparel,NASDAQ
333,AREBW,American Rebel Holdings Inc. Warrants,Consumer Discretionary,Apparel,NASDAQ
335,ARGX,argenx SE American Depositary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
336,ARHS,Arhaus Inc. Class A Common Stock,Consumer Discretionary,Wholesale Distributors,NASDAQ
337,ARIZ,Arisz Acquisition Corp. Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
338,ARKO,ARKO Corp. Common Stock,Energy,Oil Refining/Marketing,NASDAQ
339,ARKOW,ARKO Corp. Warrant,Energy,Oil Refining/Marketing,NASDAQ
340,ARKR,Ark Restaurants Corp. Common Stock,Consumer Discretionary,Restaurants,NASDAQ
341,ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,Energy,Coal Mining,NASDAQ
342,AROW,Arrow Financial Corporation Common Stock,Finance,Major Banks,NASDAQ
343,ARQQ,Arqit Quantum Inc. Ordinary Shares,Technology,Computer Software: Prepackaged Software,NASDAQ
344,ARQQW,Arqit Quantum Inc. Warrants,Technology,Computer Software: Prepackaged Software,NASDAQ
345,ARQT,Arcutis Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
346,ARRW,Arrowroot Acquisition Corp. Class A common stock,Industrials,Consumer Electronics/Appliances,NASDAQ
347,ARRWU,Arrowroot Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances,NASDAQ
348,ARRWW,Arrowroot Acquisition Corp. Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
349,ARRY,Array Technologies Inc. Common Stock,Technology,Semiconductors,NASDAQ
350,ARTE,Artemis Strategic Investment Corporation Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
351,ARTEU,Artemis Strategic Investment Corporation Unit,Industrials,Consumer Electronics/Appliances,NASDAQ
352,ARTEW,Artemis Strategic Investment Corporation Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
353,ARTL,Artelo Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
354,ARTLW,Artelo Biosciences Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
355,ARTNA,Artesian Resources Corporation Class A Common Stock,Utilities,Water Supply,NASDAQ
356,ARTW,Art's-Way Manufacturing Co. Inc. Common Stock,Industrials,Industrial Machinery/Components,NASDAQ
357,ARVL,Arrival Ordinary Shares,Consumer Discretionary,Auto Manufacturing,NASDAQ
358,ARVN,Arvinas Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
359,ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
360,ARYD,ARYA Sciences Acquisition Corp IV Class A Odinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
361,ARYE,ARYA Sciences Acquisition Corp V Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
362,ASCA,A SPAC I Acquisition Corp. Class A Ordinary Share,Finance,Blank Checks,NASDAQ
363,ASCAR,A SPAC I Acquisition Corp. Right,Finance,Blank Checks,NASDAQ
364,ASCAU,A SPAC I Acquisition Corp. Unit,Finance,Blank Checks,NASDAQ
365,ASCAW,A SPAC I Acquisition Corp. Warrant,Finance,Blank Checks,NASDAQ
366,ASCB,A SPAC II Acquisition Corp. Ordinary Shares,Finance,Blank Checks,NASDAQ
367,ASCBR,A SPAC II Acquisition Corp. Right,Finance,Blank Checks,NASDAQ
368,ASCBU,A SPAC II Acquisition Corp. Unit,Finance,Blank Checks,NASDAQ
369,ASCBW,A SPAC II Acquisition Corp. Warrant,Finance,Blank Checks,NASDAQ
370,ASLE,AerSale Corporation Common Stock,Consumer Discretionary,Aerospace,NASDAQ
371,ASLN,ASLAN Pharmaceuticals Limited American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
372,ASMB,Assembly Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
373,ASML,ASML Holding N.V. New York Registry Shares,Technology,Industrial Machinery/Components,NASDAQ
374,ASND,Ascendis Pharma A/S American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
375,ASNS,Actelis Networks Inc. Common Stock,Telecommunications,Telecommunications Equipment,NASDAQ
376,ASO,Academy Sports and Outdoors Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys,NASDAQ
377,ASPA,ABRI SPAC I INC. Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
378,ASPI,ASP Isotopes Inc. Common Stock,Industrials,Industrial Specialties,NASDAQ
379,ASPS,Altisource Portfolio Solutions S.A. Common Stock,Finance,Finance: Consumer Services,NASDAQ
380,ASPU,Aspen Group Inc. Common Stock,Consumer Discretionary,Other Consumer Services,NASDAQ
381,ASRT,Assertio Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
382,ASRV,AmeriServ Financial Inc. Common Stock,Finance,Major Banks,NASDAQ
383,ASST,Asset Entities Inc. Class B Common Stock,Consumer Discretionary,EDP Services,NASDAQ
384,ASTC,Astrotech Corporation (DE) Common Stock,Industrials,Aerospace,NASDAQ
385,ASTE,Astec Industries Inc. Common Stock,Industrials,Construction/Ag Equipment/Trucks,NASDAQ
386,ASTI,Ascent Solar Technologies Inc. Common Stock,Technology,Semiconductors,NASDAQ
390,ASTS,AST SpaceMobile Inc. Class A Common Stock,Consumer Discretionary,Telecommunications Equipment,NASDAQ
391,ASTSW,AST SpaceMobile Inc. Warrant,Consumer Discretionary,Telecommunications Equipment,NASDAQ
392,ASUR,Asure Software Inc Common Stock,Technology,EDP Services,NASDAQ
393,ASYS,Amtech Systems Inc. Common Stock,Technology,Semiconductors,NASDAQ
394,ATAI,ATAI Life Sciences N.V. Common Shares,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
395,ATAK,Aurora Technology Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
396,ATAKW,Aurora Technology Acquisition Corp. Warrants,Finance,Blank Checks,NASDAQ
397,ATAT,Atour Lifestyle Holdings Limited American Depositary Shares,Consumer Discretionary,Hotels/Resorts,NASDAQ
398,ATCOL,Atlas Corp. 7.125% Notes due 2027,Basic Materials,Precious Metals,NASDAQ
399,ATCX,Atlas Technical Consultants Inc. Class A Common Stock,Consumer Discretionary,Military/Government/Technical,NASDAQ
400,ATEC,Alphatec Holdings Inc. Common Stock,Health Care,Medical/Dental Instruments,NASDAQ
402,ATEX,Anterix Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment,NASDAQ
403,ATHA,Athira Pharma Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,NASDAQ
404,ATHE,Alterity Therapeutics Limited American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
405,ATHX,Athersys Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
406,ATIF,ATIF Holdings Limited Ordinary Shares,Consumer Discretionary,Professional Services,NASDAQ
407,ATLC,Atlanticus Holdings Corporation Common Stock,Finance,Finance: Consumer Services,NASDAQ
408,ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026,Finance,Finance: Consumer Services,NASDAQ
409,ATLCP,Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock no par value per share,Finance,Finance: Consumer Services,NASDAQ
410,ATLO,Ames National Corporation Common Stock,Finance,Major Banks,NASDAQ
411,ATLX,Atlas Lithium Corporation Common Stock,Basic Materials,Precious Metals,NASDAQ
417,ATNF,180 Life Sciences Corp. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
418,ATNFW,180 Life Sciences Corp. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
419,ATNI,ATN International Inc. Common Stock,Telecommunications,Telecommunications Equipment,NASDAQ
420,ATNX,Athenex Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
421,ATOM,Atomera Incorporated Common Stock,Technology,Semiconductors,NASDAQ
422,ATOS,Atossa Therapeutics Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
423,ATRA,Atara Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
424,ATRC,AtriCure Inc. Common Stock,Health Care,Medical/Dental Instruments,NASDAQ
425,ATRI,Atrion Corporation Common Stock,Health Care,Medical/Dental Instruments,NASDAQ
426,ATRO,Astronics Corporation Common Stock,Industrials,Military/Government/Technical,NASDAQ
427,ATSG,Air Transport Services Group Inc,Consumer Discretionary,Air Freight/Delivery Services,NASDAQ
428,ATVI,Activision Blizzard Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys,NASDAQ
429,ATXG,Addentax Group Corp. Common Stock,Consumer Discretionary,Oil Refining/Marketing,NASDAQ
430,ATXI,Avenue Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,NASDAQ
431,ATXS,Astria Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
433,AUBN,Auburn National Bancorporation Inc. Common Stock,Finance,Major Banks,NASDAQ
434,AUDC,AudioCodes Ltd. Common Stock,Utilities,Telecommunications Equipment,NASDAQ
435,AUGX,Augmedix Inc. Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
436,AUID,authID Inc. Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
437,AUPH,Aurinia Pharmaceuticals Inc Ordinary Shares,Health Care,Pharmaceuticals and Biotechnology,NASDAQ
438,AUR,Aurora Innovation Inc. Class A Common Stock,Technology,EDP Services,NASDAQ
439,AURA,Aura Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
440,AURC,Aurora Acquisition Corp. Class A Ordinary Shares,Finance,Finance: Consumer Services,NASDAQ
441,AURCU,Aurora Acquisition Corp. Unit,Finance,Finance: Consumer Services,NASDAQ
442,AURCW,Aurora Acquisition Corp. Warrant,Finance,Finance: Consumer Services,NASDAQ
443,AUROW,Aurora Innovation Inc. Warrant,Technology,EDP Services,NASDAQ
444,AUTL,Autolus Therapeutics plc American Depositary Share,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
445,AUUD,Auddia Inc. Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
446,AUUDW,Auddia Inc. Warrants,Technology,Computer Software: Prepackaged Software,NASDAQ
449,AVAC,Avalon Acquisition Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
450,AVACW,Avalon Acquisition Inc. Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
451,AVAH,Aveanna Healthcare Holdings Inc. Common Stock,Health Care,Hospital/Nursing Management,NASDAQ
452,AVAV,AeroVironment Inc. Common Stock,Industrials,Aerospace,NASDAQ
453,AVDL,Avadel Pharmaceuticals plc American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
454,AVDX,AvidXchange Holdings Inc. Common Stock,Technology,EDP Services,NASDAQ
455,AVGO,Broadcom Inc. Common Stock,Technology,Semiconductors,NASDAQ
456,AVGR,Avinger Inc. Common Stock,Health Care,Medical/Dental Instruments,NASDAQ
457,AVHI,Achari Ventures Holdings Corp. I Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
458,AVHIW,Achari Ventures Holdings Corp. I Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
459,AVID,Avid Technology Inc. Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
460,AVIR,Atea Pharmaceuticals Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,NASDAQ
461,AVNW,Aviat Networks Inc. Common Stock,Telecommunications,Telecommunications Equipment,NASDAQ
462,AVO,Mission Produce Inc. Common Stock,Consumer Discretionary,Specialty Foods,NASDAQ
463,AVPT,AvePoint Inc. Class A Common Stock,Technology,EDP Services,NASDAQ
464,AVPTW,AvePoint Inc. Warrant,Technology,EDP Services,NASDAQ
465,AVRO,AVROBIO Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
466,AVT,Avnet Inc. Common Stock,Technology,Electronic Components,NASDAQ
467,AVTA,Avantax Inc. Common Stock,Finance,Investment Managers,NASDAQ
468,AVTE,Aerovate Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
469,AVTX,Avalo Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
470,AVXL,Anavex Life Sciences Corp. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
471,AWH,Aspira Women's Health Inc. Common Stock,Health Care,Medical/Dental Instruments,NASDAQ
472,AWIN,AERWINS Technologies Inc. Common Stock,Industrials,Industrial Machinery/Components,NASDAQ
473,AWINW,AERWINS Technologies Inc. Warrant,Industrials,Industrial Machinery/Components,NASDAQ
474,AWRE,Aware Inc. Common Stock,Technology,EDP Services,NASDAQ
475,AXDX,Accelerate Diagnostics Inc. Common Stock,Health Care,Medical Specialities,NASDAQ
476,AXGN,Axogen Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
477,AXLA,Axcella Health Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
478,AXNX,Axonics Inc. Common Stock,Health Care,Medical/Dental Instruments,NASDAQ
479,AXON,Axon Enterprise Inc. Common Stock,Consumer Discretionary,Military/Government/Technical,NASDAQ
480,AXSM,Axsome Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
481,AXTI,AXT Inc Common Stock,Technology,Semiconductors,NASDAQ
482,AY,Atlantica Sustainable Infrastructure plc Ordinary Shares,Utilities,Electric Utilities: Central,NASDAQ
484,AYTU,Aytu BioPharma Inc.  Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
